Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_collect_device,Sample Name,SRA Study,Depth_m,replicate,size_fraction,CH4_uM,H2S_Um,oxygen,Oxygen_uM,Particulate_Sulfur_uM,salinity,Temperature_degree_C,TZVS_uM
SRR3735213,AMPLICON,601,274764909,PRJNA326482,SAMN05325840,Metagenome or environmental,185925665,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890733,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a234B,SRP077602,234,a,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735214,AMPLICON,601,354748223,PRJNA326482,SAMN05325841,Metagenome or environmental,237499178,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890734,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b234B,SRP077602,234,b,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735215,AMPLICON,601,357223200,PRJNA326482,SAMN05325842,Metagenome or environmental,237339423,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890735,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a295B,SRP077602,295,a,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735216,AMPLICON,601,301705377,PRJNA326482,SAMN05325843,Metagenome or environmental,199150513,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890736,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b295B,SRP077602,295,b,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735217,AMPLICON,600,265970145,PRJNA326482,SAMN05325826,Metagenome or environmental,181276123,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890737,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a198A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a198A,SRP077602,198,a,>2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3735218,AMPLICON,601,274001294,PRJNA326482,SAMN05325844,Metagenome or environmental,183422764,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890738,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a314B,SRP077602,314,a,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735219,AMPLICON,601,288493279,PRJNA326482,SAMN05325845,Metagenome or environmental,191030256,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890739,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b314B,SRP077602,314,b,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735220,AMPLICON,601,233807379,PRJNA326482,SAMN05325846,Metagenome or environmental,157064383,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890741,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a900B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a900B,SRP077602,900,a,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3735221,AMPLICON,601,259047626,PRJNA326482,SAMN05325847,Metagenome or environmental,172232173,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890742,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB1b900B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB1b900B,SRP077602,900,b,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3735223,AMPLICON,601,307906943,PRJNA326482,SAMN05325848,Metagenome or environmental,214902698,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890743,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a143A,SRP077602,143,a,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3735224,AMPLICON,601,211888825,PRJNA326482,SAMN05325849,Metagenome or environmental,151123518,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890744,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b143A,SRP077602,143,b,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3735225,AMPLICON,601,1505587,PRJNA326482,SAMN05325850,Metagenome or environmental,1249338,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890745,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a200A,SRP077602,200,a,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3735226,AMPLICON,601,1101568715,PRJNA326482,SAMN05325851,Metagenome or environmental,778617665,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890746,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b200A,SRP077602,200,b,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3735227,AMPLICON,601,513374951,PRJNA326482,SAMN05325852,Metagenome or environmental,361230341,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890747,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a237A,SRP077602,237,a,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735228,AMPLICON,601,219090407,PRJNA326482,SAMN05325853,Metagenome or environmental,151310831,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890748,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b237A,SRP077602,237,b,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735229,AMPLICON,601,252002127,PRJNA326482,SAMN05325827,Metagenome or environmental,170382329,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890750,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b198A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b198A,SRP077602,198,b,>2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3735230,AMPLICON,601,493294844,PRJNA326482,SAMN05325854,Metagenome or environmental,347459121,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890751,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a247A,SRP077602,247,a,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735231,AMPLICON,601,225274548,PRJNA326482,SAMN05325855,Metagenome or environmental,158817366,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890752,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b247A,SRP077602,247,b,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735232,AMPLICON,601,227885898,PRJNA326482,SAMN05325856,Metagenome or environmental,160241201,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890753,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a267A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a267A,SRP077602,267,a,>2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735234,AMPLICON,601,19717563,PRJNA326482,SAMN05325857,Metagenome or environmental,13866653,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890754,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b267A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b267A,SRP077602,267,b,>2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735235,AMPLICON,601,299469690,PRJNA326482,SAMN05325858,Metagenome or environmental,210101580,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890755,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a900AN,SRP077602,900,a,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735236,AMPLICON,601,187174343,PRJNA326482,SAMN05325859,Metagenome or environmental,131040684,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890756,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b900AN,SRP077602,900,b,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735237,AMPLICON,601,355825957,PRJNA326482,SAMN05325860,Metagenome or environmental,246875790,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890757,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a143B,SRP077602,143,a,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3735238,AMPLICON,601,259116876,PRJNA326482,SAMN05325861,Metagenome or environmental,178930081,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890758,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b143B,SRP077602,143,b,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3735239,AMPLICON,601,330398230,PRJNA326482,SAMN05325862,Metagenome or environmental,233281702,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890759,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a200B,SRP077602,200,a,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3735240,AMPLICON,601,712624366,PRJNA326482,SAMN05325863,Metagenome or environmental,499029512,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890760,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b200B,SRP077602,200,b,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3735241,AMPLICON,601,280631318,PRJNA326482,SAMN05325828,Metagenome or environmental,191384887,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890761,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a234A,SRP077602,234,a,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735242,AMPLICON,601,172761491,PRJNA326482,SAMN05325864,Metagenome or environmental,120817488,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890762,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a237B,SRP077602,237,a,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735243,AMPLICON,601,360205357,PRJNA326482,SAMN05325865,Metagenome or environmental,250029219,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890763,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b237B,SRP077602,237,b,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3735244,AMPLICON,601,299013907,PRJNA326482,SAMN05325866,Metagenome or environmental,206970887,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890764,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a247B,SRP077602,247,a,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735245,AMPLICON,601,467232464,PRJNA326482,SAMN05325867,Metagenome or environmental,323109527,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890765,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b247B,SRP077602,247,b,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3735246,AMPLICON,601,216537652,PRJNA326482,SAMN05325868,Metagenome or environmental,150463435,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890766,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a267B,SRP077602,267,a,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735247,AMPLICON,601,329090631,PRJNA326482,SAMN05325869,Metagenome or environmental,225476743,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890767,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b267B,SRP077602,267,b,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3735248,AMPLICON,601,344413680,PRJNA326482,SAMN05325870,Metagenome or environmental,239709225,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890768,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2a900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2a900BN,SRP077602,900,a,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735249,AMPLICON,601,228319257,PRJNA326482,SAMN05325871,Metagenome or environmental,158045425,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890769,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB2b900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB2b900BN,SRP077602,900,b,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3735250,AMPLICON,601,263372488,PRJNA326482,SAMN05325829,Metagenome or environmental,177643667,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890770,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b234A,SRP077602,234,b,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3735251,AMPLICON,601,473931020,PRJNA326482,SAMN05325830,Metagenome or environmental,319595998,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890771,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a295A,SRP077602,295,a,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735252,AMPLICON,601,263125376,PRJNA326482,SAMN05325831,Metagenome or environmental,177200885,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890772,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b295A,SRP077602,295,b,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3735253,AMPLICON,601,256797124,PRJNA326482,SAMN05325832,Metagenome or environmental,174193516,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890774,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3a314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3a314A,SRP077602,314,a,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735254,AMPLICON,600,205345330,PRJNA326482,SAMN05325833,Metagenome or environmental,138861532,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890775,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AB3b314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AB3b314A,SRP077602,314,b,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3735256,AMPLICON,598,1057864938,PRJNA326482,SAMN05331306,Metagenome or environmental,756982400,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890776,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a103A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a103A,SRP077602,103,a,>2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3735257,AMPLICON,599,582652578,PRJNA326482,SAMN05331307,Metagenome or environmental,415999617,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890777,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b103A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b103A,SRP077602,103,b,>2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3735258,AMPLICON,599,522373722,PRJNA326482,SAMN05331316,Metagenome or environmental,369617293,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890778,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE1b900AM,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE1b900AM,SRP077602,900,b,>2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3735259,AMPLICON,599,564959722,PRJNA326482,SAMN05331317,Metagenome or environmental,403274147,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890779,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a103B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a103B,SRP077602,103,a,0.2-2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3735260,AMPLICON,600,783903170,PRJNA326482,SAMN05331318,Metagenome or environmental,554148473,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890780,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3b103B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3b103B,SRP077602,103,b,0.2-2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3735261,AMPLICON,600,744666700,PRJNA326482,SAMN05331319,Metagenome or environmental,524235188,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1890781,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AE3a198B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AE3a198B,SRP077602,198,a,0.2-2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
